,Time,Blink
0,55.54.2820,26.0
1,55.54.3130,27.5
2,55.54.3240,27.0
3,55.54.3390,28.0
4,55.54.3560,28.666666666666668
5,55.54.5149,31.666666666666668
6,55.54.5599,33.333333333333336
7,55.54.5759,33.666666666666664
8,55.54.5919,32.333333333333336
9,55.54.7078,33.666666666666664
10,55.54.7208,34.0
11,55.54.7348,36.333333333333336
12,55.54.7518,36.333333333333336
13,55.54.7678,38.0
14,55.54.7838,36.666666666666664
15,55.54.7998,35.333333333333336
16,55.54.8147,34.0
17,55.54.8327,34.0
18,55.54.8457,34.0
19,55.54.8647,35.333333333333336
20,55.54.8777,36.0
21,55.54.8967,36.666666666666664
22,55.54.9077,36.0
23,55.54.9287,36.0
24,55.54.9417,36.0
25,55.54.9767,35.333333333333336
26,55.54.9896,36.0
27,55.55.0016,36.666666666666664
28,55.55.0216,37.333333333333336
29,55.55.0386,36.666666666666664
30,55.55.0536,36.0
31,55.55.0726,36.0
32,55.55.0856,36.0
33,55.55.0966,36.0
34,55.55.1166,36.0
35,55.55.1326,36.0
36,55.55.1476,36.0
37,55.55.1645,36.0
38,55.55.1845,36.0
39,55.55.2115,37.0
40,55.55.2225,37.0
41,55.55.2435,37.666666666666664
42,55.55.2575,37.666666666666664
43,55.55.2745,39.0
44,55.55.2865,38.333333333333336
45,55.55.3055,38.666666666666664
46,55.55.3205,38.333333333333336
47,55.55.3374,39.333333333333336
48,55.55.3534,39.333333333333336
49,55.55.3694,39.666666666666664
50,55.55.3854,38.666666666666664
51,55.55.4014,38.666666666666664
52,55.55.4204,38.666666666666664
53,55.55.4344,39.333333333333336
54,55.55.4494,38.0
55,55.55.4644,38.0
56,55.55.4884,37.333333333333336
57,55.55.5004,37.0
58,55.55.5123,37.0
59,55.55.5283,38.333333333333336
60,55.55.5443,40.0
61,55.55.5563,40.0
62,55.55.5773,38.666666666666664
63,55.55.5933,37.333333333333336
64,55.55.6073,36.0
65,55.55.6243,35.666666666666664
66,55.55.6403,35.666666666666664
67,55.55.6643,36.333333333333336
68,55.55.6962,36.666666666666664
69,55.55.7082,36.666666666666664
70,55.55.7192,36.0
71,55.55.7352,36.0
72,55.55.7602,36.0
73,55.55.7832,36.0
74,55.55.7992,37.0
75,55.55.8152,37.0
76,55.55.8312,37.0
77,55.55.8442,36.0
78,55.55.8561,36.0
79,55.55.8791,34.666666666666664
80,55.55.8951,34.333333333333336
81,55.55.9081,31.333333333333332
82,55.55.9261,29.666666666666668
83,55.55.9391,27.0
84,55.55.9581,27.0
85,55.55.9701,27.0
86,55.55.9891,27.333333333333332
87,55.56.0021,27.333333333333332
88,55.56.0211,27.666666666666668
89,55.56.0330,27.333333333333332
90,55.56.0530,27.333333333333332
91,55.56.0650,28.333333333333332
92,55.56.0850,30.666666666666668
93,55.56.1140,34.333333333333336
94,55.56.1320,36.0
95,55.56.1480,36.666666666666664
96,55.56.1640,36.0
97,55.56.1770,36.666666666666664
98,55.56.1900,37.333333333333336
99,55.56.2119,38.0
100,55.56.2239,37.333333333333336
101,55.56.2439,36.666666666666664
102,55.56.2569,35.0
103,55.56.2759,35.0
104,55.56.2919,35.0
105,55.56.3079,36.0
106,55.56.3219,36.0
107,55.56.3409,36.0
108,55.56.3559,36.0
109,55.56.3719,36.0
110,55.56.3858,36.666666666666664
111,55.56.4038,37.333333333333336
112,55.56.4218,37.333333333333336
113,55.56.4358,37.666666666666664
114,55.56.4478,37.666666666666664
115,55.56.4678,37.666666666666664
116,55.56.4838,36.666666666666664
117,55.56.4998,36.0
118,55.56.5288,36.0
119,55.56.5428,36.0
120,55.56.5637,36.0
121,55.56.5797,36.666666666666664
122,55.56.5957,36.666666666666664
123,55.56.6087,36.666666666666664
124,55.56.6277,36.0
125,55.56.6397,36.0
126,55.56.6597,36.0
127,55.56.6747,36.666666666666664
128,55.56.6907,37.333333333333336
129,55.56.7077,37.333333333333336
130,55.56.7236,36.666666666666664
131,55.56.7396,36.666666666666664
132,55.56.7516,36.666666666666664
133,55.56.7696,36.666666666666664
134,55.56.7856,36.0
135,55.56.8026,36.0
136,55.56.8176,36.0
137,55.56.8346,36.0
138,55.56.8496,36.0
139,55.56.8616,36.0
140,55.56.8736,36.0
141,55.56.8976,36.0
142,55.56.9135,36.0
143,55.56.9445,36.0
144,55.56.9565,36.0
145,55.56.9775,36.0
146,55.56.9925,36.0
147,55.57.0085,37.333333333333336
148,55.57.0245,37.333333333333336
149,55.57.0405,36.333333333333336
150,55.57.0555,35.0
151,55.57.0715,34.0
152,55.57.0874,35.0
153,55.57.1034,35.0
154,55.57.1194,36.0
155,55.57.1354,36.0
156,55.57.1514,36.666666666666664
157,55.57.1684,37.0
158,55.57.1824,37.0
159,55.57.1994,36.333333333333336
160,55.57.2144,37.0
161,55.57.2304,37.0
162,55.57.2503,38.0
163,55.57.2793,37.0
164,55.57.2943,37.0
165,55.57.3103,37.0
166,55.57.3263,37.0
167,55.57.3423,37.0
168,55.57.3603,36.0
169,55.57.3733,36.0
170,55.57.3903,36.0
171,55.57.4063,36.0
172,55.57.4232,36.0
173,55.57.4362,36.666666666666664
174,55.57.4572,37.666666666666664
175,55.57.4842,37.666666666666664
176,55.57.5002,38.333333333333336
177,55.57.5172,39.0
178,55.57.5312,39.0
179,55.57.5482,37.666666666666664
180,55.57.5642,35.0
181,55.57.5762,35.0
182,55.57.5952,35.0
183,55.57.6081,36.0
184,55.57.6281,36.0
185,55.57.6401,36.0
186,55.57.6601,36.0
187,55.57.6761,36.0
188,55.57.6921,36.0
189,55.57.7071,36.0
190,55.57.7281,36.0
191,55.57.7411,36.0
192,55.57.7561,36.0
193,55.57.7720,36.666666666666664
194,55.57.7870,37.333333333333336
195,55.57.8020,37.333333333333336
196,55.57.8190,37.333333333333336
197,55.57.8350,36.666666666666664
198,55.57.8510,37.333333333333336
199,55.57.8670,37.666666666666664
200,55.57.8840,38.666666666666664
201,55.57.8990,37.333333333333336
202,55.57.9150,36.333333333333336
203,55.57.9360,32.666666666666664
204,55.57.9629,30.666666666666668
205,55.57.9799,28.0
206,55.57.9939,28.0
207,55.58.0099,28.0
208,55.58.0279,26.666666666666668
209,55.58.0409,26.666666666666668
210,55.58.0559,26.666666666666668
211,55.58.0719,26.666666666666668
212,55.58.0889,26.666666666666668
213,55.58.1049,26.666666666666668
214,55.58.1198,28.0
215,55.58.1438,26.666666666666668
216,55.58.1678,25.333333333333332
217,55.58.1798,25.333333333333332
218,55.58.1988,26.333333333333332
219,55.58.2098,27.333333333333332
220,55.58.2298,29.333333333333332
221,55.58.2418,30.666666666666668
222,55.58.2618,33.0
223,55.58.2768,33.0
224,55.58.2888,34.0
225,55.58.3087,34.0
226,55.58.3207,35.333333333333336
227,55.58.3417,35.0
228,55.58.3527,35.666666666666664
229,55.58.3727,35.0
230,55.58.3857,36.0
231,55.58.4047,36.0
232,55.58.4207,36.0
233,55.58.4367,36.0
234,55.58.4527,36.666666666666664
235,55.58.4677,36.666666666666664
236,55.58.4966,36.666666666666664
237,55.58.5156,36.666666666666664
238,55.58.5316,36.666666666666664
239,55.58.5476,37.333333333333336
240,55.58.5636,36.666666666666664
241,55.58.5796,36.666666666666664
242,55.58.5956,36.0
243,55.58.6066,36.0
244,55.58.6266,36.0
245,55.58.6416,36.0
246,55.58.6575,36.0
247,55.58.6735,36.0
248,55.58.6895,36.0
249,55.58.7055,36.0
250,55.58.7215,36.0
251,55.58.7375,36.666666666666664
252,55.58.7535,37.333333333333336
253,55.58.7695,36.666666666666664
254,55.58.7855,35.333333333333336
255,55.58.8005,33.666666666666664
256,55.58.8155,34.333333333333336
257,55.58.8314,35.0
258,55.58.8474,36.0
259,55.58.8644,36.0
260,55.58.8794,36.0
261,55.58.9134,36.0
262,55.58.9274,36.0
263,55.58.9404,36.0
264,55.58.9604,36.0
265,55.58.9754,36.0
266,55.58.9914,36.0
267,55.59.0093,36.0
268,55.59.0223,36.0
269,55.59.0383,36.0
270,55.59.0533,36.0
271,55.59.0733,36.0
272,55.59.1003,36.0
273,55.59.1163,36.0
274,55.59.1323,36.0
275,55.59.1493,36.0
276,55.59.1653,36.0
277,55.59.1802,36.0
278,55.59.1952,36.0
279,55.59.2112,36.0
280,55.59.2242,36.0
281,55.59.2422,36.0
282,55.59.2582,36.0
283,55.59.2732,36.0
284,55.59.2882,36.0
285,55.59.3042,36.666666666666664
286,55.59.3202,37.333333333333336
287,55.59.3352,37.0
288,55.59.3511,36.333333333333336
289,55.59.3671,35.333333333333336
290,55.59.3841,36.333333333333336
291,55.59.3991,36.333333333333336
292,55.59.4261,37.333333333333336
